medical,simple
She was treated for bacterial pneumonia with intravenous antibiotics.,She was treated for a lung infection caused by bacteria (bacterial pneumonia) with antibiotics given through a vein.
The patient's echocardiogram showed left ventricular hypertrophy.,The heart ultrasound showed thickening of the left heart muscle (left ventricular hypertrophy).
He was admitted for severe pancreatitis.,He was admitted to the hospital for severe inflammation of the pancreas (pancreatitis).
The patient was diagnosed with bilateral renal calculi.,The patient had kidney stones in both kidneys (bilateral renal calculi).
She underwent a hysterectomy due to uterine fibroids.,She had surgery to remove her uterus because of non-cancerous growths (uterine fibroids).
The patient was treated for anaphylaxis with epinephrine.,The patient was treated for a severe allergic reaction (anaphylaxis) with a shot of adrenaline (epinephrine).
He was diagnosed with chronic obstructive pulmonary disease (COPD).,He was diagnosed with a long-term lung disease that makes it hard to breathe (COPD).
The CT scan revealed a subdural hematoma.,The brain scan showed a collection of blood outside the brain (subdural hematoma).
She was prescribed an antipyretic for her fever.,She was given medicine to reduce her fever (antipyretic).
The patient required a tracheostomy to assist with breathing.,The patient needed a hole made in the windpipe to help with breathing (tracheostomy).
He was diagnosed with gastroenteritis and given oral rehydration therapy.,He had an infection of the stomach and intestines (gastroenteritis) and was given fluids to drink (oral rehydration therapy).
The patient has a history of peptic ulcer disease.,The patient has a history of sores in the lining of the stomach or small intestine (peptic ulcer disease).
She was treated for acute pyelonephritis with intravenous antibiotics.,She was treated for a sudden kidney infection (acute pyelonephritis) with antibiotics given through a vein.
The patient was diagnosed with peripheral arterial disease (PAD).,The patient was diagnosed with narrowed blood vessels in the legs (peripheral arterial disease).
He has a history of transient ischemic attacks (TIAs).,He has had mini-strokes (transient ischemic attacks) in the past.
The patient presented with acute exacerbation of chronic bronchitis.,The patient had a sudden worsening of long-term bronchitis (acute exacerbation of chronic bronchitis).
She underwent a bilateral mastectomy for breast cancer.,She had both breasts removed to treat breast cancer (bilateral mastectomy).
The patient was diagnosed with stage 4 colorectal carcinoma.,The patient was diagnosed with advanced colon cancer (stage 4 colorectal carcinoma).
He presented with a severe case of cellulitis.,He had a serious skin infection (cellulitis).
The patient was treated for atrial flutter with a cardioversion procedure.,The patient had an irregular heartbeat (atrial flutter) treated with an electric shock to restore normal rhythm (cardioversion).
She was diagnosed with rheumatoid arthritis and started on DMARDs.,She was diagnosed with a type of joint inflammation (rheumatoid arthritis) and started on medicine to slow the disease (DMARDs).
The patient was admitted for an exacerbation of congestive heart failure (CHF).,The patient was admitted to the hospital because their heart failure got worse (exacerbation of CHF).
He was diagnosed with acute lymphoblastic leukemia (ALL).,He was diagnosed with a type of blood cancer (acute lymphoblastic leukemia).
The MRI scan showed multiple sclerosis (MS) lesions.,The brain scan showed areas of damage from a disease affecting the nerves (multiple sclerosis).
The patient was treated for an upper respiratory tract infection (URTI).,"The patient was treated for a cold or other infection in the nose, throat, or sinuses (upper respiratory tract infection)."
She was diagnosed with hyperthyroidism and prescribed antithyroid medication.,She had an overactive thyroid gland (hyperthyroidism) and was given medicine to reduce thyroid activity.
The patient was treated for deep vein thrombosis (DVT) with anticoagulants.,The patient had a blood clot in a deep vein (DVT) and was treated with blood thinners.
He presented with symptoms of benign prostatic hyperplasia (BPH).,He had symptoms of an enlarged prostate gland (benign prostatic hyperplasia).
The CT scan revealed pulmonary embolism (PE).,The scan showed a blood clot in the lungs (pulmonary embolism).
She was diagnosed with systemic lupus erythematosus (SLE).,She was diagnosed with a disease where the immune system attacks the body (systemic lupus erythematosus).
The patient was prescribed an SSRI for major depressive disorder (MDD).,The patient was given a type of antidepressant (SSRI) for severe depression (major depressive disorder).
He presented with symptoms of acute otitis media (AOM).,He had symptoms of a middle ear infection (acute otitis media).
She underwent a total hip arthroplasty.,She had surgery to replace her hip joint (total hip arthroplasty).
The patient was treated for severe hypoglycemia with intravenous glucose.,The patient was treated for very low blood sugar (severe hypoglycemia) with sugar given through a vein.
He has a history of ischemic heart disease (IHD).,He has a history of heart problems due to narrowed arteries (ischemic heart disease).
The patient was treated for acute exacerbation of chronic obstructive pulmonary disease (AECOPD).,The patient was treated for a sudden worsening of their long-term lung disease (COPD).
She was diagnosed with endometriosis and started on hormonal therapy.,She was diagnosed with a condition where tissue like the lining of the uterus grows outside it (endometriosis) and was given hormone treatment.
The MRI revealed a meniscal tear in the right knee.,The scan showed a tear in the cartilage of the right knee (meniscal tear).
He was diagnosed with gastroesophageal reflux disease (GERD) and prescribed a proton pump inhibitor (PPI).,He was diagnosed with acid reflux (GERD) and given medicine to reduce stomach acid (proton pump inhibitor).
The patient has a history of atrial fibrillation and was started on an anticoagulant.,The patient has an irregular heartbeat (atrial fibrillation) and was given blood thinners.
She underwent a colonoscopy which revealed multiple polyps.,She had a camera test of the colon (colonoscopy) that showed several growths (polyps).
The patient was treated for diabetic ketoacidosis (DKA).,The patient was treated for a serious complication of diabetes (diabetic ketoacidosis).
